Id, Name, Latitude, Longitude, City_id, Address, Category_id, Subcategory_id, Created_at, Updated_at
180,선사유적공원,128.5219,35.81,27,대구 달서구 진천동 470-38,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:43
181,각산비나리공원,128.71538,35.879555,27,대구 동구 각산동 1064,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:44
182,세천어린이공원,128.47568,35.87265,27,대구광역시 달성군 다사읍 세천리 1696-1,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:44
183,금호강자연생태공원,128.659,35.877304,27,대구 동구 방촌동 1140,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:45
184,대구대표도시숲,128.557,35.842438,27,대구 달서구 성당동 474,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:45
185,송현공원,128.5565,35.832745,27,대구 달서구 송현동 산106-21,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:45
186,야시골공원,128.63289,35.864365,27,대구 수성구 범어동 산24-1,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:46
187,노변공원,128.69937,35.83877,27,대구 수성구 노변공원로7길 11-11,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:47
188,관음공원,128.54669,35.93624,27,대구 북구 칠곡중앙대로91길 21-0,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:48
189,안심공원,128.7026,35.86902,27,대구 동구 신기동 580,1003,10010,2023-06-20 01:02:38,2023-06-20 01:04:49
190,83타워,128.56482,35.854855,27,대구 달서구 두류공원로 200-0,1003,10011,2023-06-20 01:02:38,2023-06-20 01:04:49
191,달성보전망대,128.42023,35.736504,27,대구 달성군 논공읍 비슬로 1193,1003,10011,2023-06-20 01:02:38,2023-06-20 01:04:50
192,앞산전망대,128.57927,35.822376,27,대구 남구 앞산순환로 454-0,1003,10011,2023-06-20 01:02:38,2023-06-20 01:04:50
193,앞산해넘이전망대,128.5655,35.832165,27,대구 남구 대명동 1501-2,1003,10011,2023-06-20 01:02:38,2023-06-20 01:04:51
194,대구삼성라이온즈파크,128.68124,35.84113,27,대구 수성구 야구전설로 1-0,1003,10012,2023-06-20 01:02:39,2023-06-20 01:04:51
